Содержание Fe;Магнетит;Доля класса -5мм;Кластер
33.7;85.84;54.7;3
34.0;85.84;57.34;3
33.9;84.52;57.34;3
33.2;84.52;56.49;3
33.2;84.8;56.49;3
33.5;84.8;55.1;3
33.3;84.88;55.1;3
33.2;84.88;53.39;3
33.3;84.23;53.39;3
33.8;84.23;53.92;3
33.5;81.45;53.92;3
34.1;81.45;53.96;3
34.0;79.06;53.96;1
34.1;79.06;52.78;1
34.2;83.78;52.78;1
34.6;83.78;52.95;1
34.4;80.96;52.95;1
34.5;80.96;53.92;1
34.7;79.47;53.92;1
34.7;79.47;53.7;1
34.3;79.03;53.7;1
34.0;79.03;53.81;1
34.0;79.35;53.81;1
36.1;79.35;54.59;1
34.3;81.11;54.59;1
34.8;81.11;54.81;1
34.9;80.01;54.81;1
34.6;80.01;55.61;1
35.7;80.74;55.61;1
35.7;80.74;56.4;1
35.6;86.24;56.4;0
35.5;86.24;55.11;0
35.6;82.56;55.11;1
33.7;82.56;54.99;1
34.1;86.13;54.99;3
33.8;86.13;55.76;3
34.6;80.09;55.76;1
34.9;80.09;54.4;1
34.5;80.08;54.4;1
34.2;80.08;50.39;1
33.9;79.46;50.39;1
34.4;79.46;55.34;1
34.0;77.82;55.34;1
33.8;77.82;56.46;1
33.3;77.29;56.46;1
34.6;77.29;56.0;1
34.0;78.56;56.0;1
34.8;78.56;54.05;1
35.0;77.26;54.05;1
33.6;77.26;56.88;1
33.3;75.95;56.88;1
35.5;75.95;59.4;1
35.5;76.98;59.4;1
34.0;76.98;57.52;1
34.2;87.41;57.52;3
35.9;87.41;54.74;0
36.1;86.26;54.74;0
36.4;86.26;53.39;0
36.5;85.9;53.39;0
36.1;85.9;54.33;0
36.0;84.2;54.33;0
36.8;84.2;54.99;0
36.5;82.71;54.99;0
36.2;82.71;56.23;0
35.7;85.24;56.23;0
36.9;85.24;58.05;0
36.7;82.25;58.05;1
36.4;82.25;58.75;1
36.6;85.91;58.75;0
36.4;85.91;59.28;0
36.3;85.09;59.28;0
35.8;85.09;56.06;0
35.8;86.32;56.06;0
35.5;86.32;55.63;0
35.4;86.0;55.63;0
35.5;86.35;55.97;0
35.9;88.95;55.97;0
35.8;88.95;52.28;0
35.8;88.71;52.28;0
35.9;88.71;53.89;0
35.6;81.39;53.89;1
34.9;81.39;54.26;1
35.0;79.96;54.26;1
36.9;79.96;56.29;1
36.4;79.69;56.29;0
34.9;79.69;54.47;1
35.8;80.01;54.47;1
35.5;80.01;57.57;1
35.7;80.28;57.57;1
35.7;80.28;57.38;1
35.9;81.43;57.38;1
36.7;81.43;59.85;1
36.5;80.63;59.85;1
35.5;80.63;54.9;1
35.4;81.78;54.9;1
35.1;81.78;54.9;1
35.3;81.68;54.9;1
35.2;81.68;55.37;1
35.7;85.62;55.37;0
36.6;85.62;52.57;0
35.6;80.54;52.57;1
34.7;80.54;55.13;1
35.1;86.86;55.13;0
34.9;86.86;53.03;0
34.5;84.54;53.03;0
34.3;83.86;48.01;2
34.7;80.46;48.01;1
33.9;80.46;54.41;1
34.3;82.33;54.41;1
36.2;82.33;54.73;0
34.9;81.63;54.73;1
35.5;81.63;57.36;1
35.3;84.34;57.36;0
35.9;84.34;55.23;0
36.0;86.37;55.23;0
36.0;86.37;55.88;0
36.0;80.31;55.88;1
35.2;80.31;51.15;1
35.3;85.64;51.15;0
34.9;85.64;48.32;0
35.1;84.74;48.32;0
34.8;84.74;59.01;0
35.0;83.74;59.01;1
35.3;83.74;53.69;1
35.5;81.76;53.69;1
33.9;81.76;54.92;1
34.6;81.61;54.92;1
34.5;81.61;57.09;1
34.4;82.75;57.09;1
34.5;82.75;57.48;1
34.4;83.37;57.48;3
34.7;83.37;57.11;0
35.1;82.42;57.11;1
34.7;82.42;55.35;1
34.9;83.28;55.35;1
34.5;83.28;55.97;1
34.8;81.31;55.97;1
35.5;87.56;50.9;0
35.2;87.85;50.9;0
35.2;87.85;56.7;0
35.3;87.44;56.7;0
35.7;87.44;57.15;0
35.3;86.61;57.15;0
34.9;86.61;50.0;0
35.5;83.74;50.0;1
35.6;83.74;56.58;1
35.8;83.03;56.58;1
34.7;83.03;54.89;1
35.0;87.64;54.89;0
35.2;87.64;55.85;0
35.3;85.42;55.85;0
35.3;85.42;55.09;0
35.3;81.32;55.09;0
34.3;81.32;55.99;3
34.5;81.58;55.99;1
34.4;81.58;55.04;1
34.5;83.63;55.04;3
34.5;83.63;59.29;3
35.3;83.36;59.29;0
34.9;83.36;60.08;0
35.6;90.48;60.08;0
35.6;90.48;58.9;0
34.8;85.61;58.9;0
34.5;85.61;58.22;3
34.7;80.56;58.22;1
34.8;80.56;56.33;1
34.6;81.42;56.33;1
33.7;85.49;60.45;3
34.5;85.35;60.45;3
34.7;85.35;61.83;0
34.6;82.15;61.83;3
34.9;82.15;61.1;0
34.6;84.07;61.1;0
35.1;84.07;59.33;0
34.9;83.94;59.33;0
34.0;83.94;59.31;3
34.4;82.96;59.31;1
34.9;82.96;58.51;1
34.7;84.09;58.51;0
34.5;84.09;58.9;3
34.4;84.54;58.9;3
34.6;84.54;62.23;3
34.6;82.46;62.23;3
33.8;82.46;59.72;3
33.9;80.25;59.72;3
32.8;80.25;59.17;3
33.0;80.28;59.17;3
34.2;80.28;57.98;1
34.9;84.6;57.98;0
33.4;84.6;55.27;3
34.2;80.87;55.27;3
33.9;80.87;53.81;3
34.5;86.37;53.81;3
33.9;86.37;55.05;3
34.5;86.86;55.05;3
33.8;86.86;58.28;3
33.7;85.84;58.28;3
34.3;85.84;53.9;3
34.3;86.36;53.9;3
33.9;86.36;53.84;3
34.1;84.66;53.84;3
34.2;84.66;60.79;3
34.4;87.49;60.79;3
34.4;87.49;59.71;3
34.7;82.37;59.71;1
34.1;82.37;61.27;1
34.4;87.03;61.27;3
35.7;87.03;60.97;0
34.8;84.44;60.97;0
35.7;84.44;60.4;0
35.6;85.55;60.4;0
35.6;85.55;61.31;0
35.7;84.94;61.31;0
35.6;84.94;58.15;0
35.5;87.5;58.15;0
35.1;87.5;59.55;0
35.7;84.73;59.55;0
35.2;84.73;59.19;0
35.6;80.2;59.19;0
34.3;80.2;60.46;1
34.9;84.49;60.46;0
35.0;84.49;58.95;0
34.8;79.94;58.95;1
34.6;79.94;61.47;1
35.7;82.23;61.47;0
35.5;82.23;52.81;0
35.1;84.81;52.81;0
34.4;84.81;58.44;3
35.9;87.25;58.44;0
35.3;87.25;61.44;0
34.5;86.38;61.44;3
34.6;86.38;55.0;0
34.5;84.56;55.0;3
35.0;84.56;59.4;0
34.9;86.53;59.4;0
34.8;86.53;57.84;0
35.1;83.56;57.84;0
34.6;83.56;59.77;0
34.7;85.01;59.77;0
34.9;85.01;60.98;0
35.1;87.95;60.98;0
34.2;87.95;59.44;3
33.6;88.3;59.44;3
34.7;88.3;57.19;3
34.1;90.66;57.19;3
33.2;90.66;58.29;3
33.3;89.63;58.29;3
32.9;89.63;58.09;3
32.9;86.66;58.09;3
33.4;86.66;56.07;3
34.1;88.31;56.07;3
33.5;88.31;53.6;3
33.7;81.85;53.6;3
33.7;81.85;61.87;3
33.6;85.81;61.87;3
33.6;85.81;57.86;3
33.5;83.02;57.86;3
33.9;83.02;57.63;3
33.7;83.06;57.63;3
34.3;83.06;56.75;3
34.7;86.32;56.75;0
34.8;86.32;54.58;0
34.7;82.68;54.58;0
34.0;82.68;54.34;3
34.7;85.04;54.34;0
34.4;85.04;54.51;3
33.8;83.26;54.51;3
33.6;83.26;53.01;3
34.3;85.64;53.01;3
33.9;85.64;52.23;3
34.2;89.69;52.23;3
34.2;89.69;58.89;3
34.3;84.72;58.89;3
34.6;84.72;54.36;0
34.5;86.11;54.36;3
35.0;86.11;56.67;0
34.6;83.77;56.67;3
34.8;83.77;45.53;0
35.1;88.78;45.53;0
33.5;88.78;49.31;3
33.5;91.55;49.31;3
33.1;91.55;51.8;3
33.6;89.41;51.8;3
33.5;89.41;51.33;3
33.8;86.99;51.33;3
34.0;86.99;47.84;3
34.9;88.32;47.84;0
33.6;85.6;51.34;3
33.8;86.72;51.34;3
32.1;86.72;50.61;3
34.3;89.04;50.61;3
34.3;89.04;45.63;3
34.0;87.35;45.63;3
34.5;87.35;47.11;3
34.3;80.44;47.11;3
33.4;80.44;45.81;3
33.9;85.3;45.81;3
34.2;85.3;43.84;3
34.3;88.18;43.84;3
34.3;88.18;49.72;3
34.2;88.83;49.72;3
33.0;88.83;50.92;3
33.2;86.44;50.92;3
33.9;86.44;52.71;3
34.3;87.1;52.71;3
34.6;87.1;52.58;0
34.2;86.71;52.58;3
34.4;86.71;52.81;3
34.1;87.23;52.81;3
33.9;87.23;51.29;3
34.3;85.56;51.29;3
34.0;85.56;51.9;3
34.2;90.27;51.9;3
35.0;90.27;51.35;0
34.7;85.03;51.35;0
33.2;85.03;53.48;3
33.5;85.19;53.48;3
33.2;85.19;46.19;3
33.8;88.35;46.19;3
33.4;88.35;48.94;3
33.7;88.51;48.94;3
34.3;88.51;48.35;3
33.6;89.02;48.35;3
33.4;89.02;49.85;3
33.4;85.79;49.85;3
33.3;85.79;50.8;3
33.5;88.81;50.8;3
33.9;88.81;51.01;3
33.8;85.51;51.01;3
33.7;85.51;51.06;3
33.8;89.16;51.06;3
34.4;89.16;50.85;3
34.1;87.14;50.85;3
33.2;87.14;50.01;3
33.7;86.51;50.01;3
34.1;86.51;52.74;3
33.7;86.48;52.74;3
34.1;86.48;56.74;3
33.8;85.83;56.74;3
34.3;85.83;54.23;3
34.0;84.76;54.23;3
34.3;84.76;56.31;3
34.3;86.45;56.31;3
34.7;86.45;56.51;0
33.3;87.04;56.51;3
34.3;87.04;53.69;3
33.8;85.57;53.69;3
33.9;85.57;55.74;3
33.8;87.8;55.74;3
35.7;87.8;55.48;0
34.8;81.12;55.48;1
33.5;81.12;51.78;3
34.2;87.08;51.78;3
33.0;87.08;52.98;3
33.7;79.08;52.98;1
35.1;79.08;57.68;1
35.0;83.31;57.68;0
33.6;83.31;56.94;3
33.9;85.99;56.94;3
33.9;85.99;52.49;3
33.8;88.48;52.49;3
34.0;88.48;53.64;3
34.2;87.97;53.64;3
33.9;87.97;52.07;3
33.8;87.91;52.07;3
33.7;87.91;53.17;3
33.8;86.78;53.17;3
33.5;86.78;49.4;3
33.7;87.47;49.4;3
34.0;87.47;52.53;3
34.3;88.22;52.53;3
34.2;88.22;54.98;3
34.6;87.33;54.98;0
34.4;87.33;54.98;3
34.3;81.96;54.98;3
34.1;81.96;56.04;3
34.0;83.23;56.04;3
33.9;83.23;56.06;3
33.5;84.68;56.06;3
34.4;84.68;55.47;3
34.7;87.1;55.47;0
34.3;87.1;53.23;3
35.0;91.34;53.23;0
34.7;91.34;58.93;0
34.1;87.11;58.93;3
34.0;87.11;56.24;3
33.9;85.72;56.24;3
33.4;85.72;56.03;3
33.5;81.0;56.03;3
34.2;81.0;54.74;3
33.5;84.74;54.74;3
34.8;84.74;57.28;0
34.4;83.97;57.28;3
35.3;83.97;58.6;0
35.7;84.31;58.6;0
35.7;84.31;58.15;0
35.3;85.56;58.15;0
33.8;85.56;55.54;3
34.1;87.17;55.54;3
35.6;87.17;58.1;0
34.7;84.2;58.1;0
35.2;84.2;54.97;0
34.9;83.2;54.97;0
34.0;83.2;57.21;3
34.3;87.94;57.21;3
34.9;87.94;55.17;0
34.7;86.83;55.17;0
34.7;86.83;55.58;0
35.0;87.35;55.58;0
34.3;87.35;53.63;3
33.9;80.3;53.63;1
33.1;80.3;48.92;3
33.3;88.1;48.92;3
32.8;88.1;51.62;3
33.4;87.04;51.62;3
33.5;87.04;50.29;3
33.2;85.8;50.29;3
34.2;85.8;51.44;3
34.7;84.44;51.44;0
34.2;84.44;52.15;3
33.0;87.33;52.15;3
35.0;87.33;50.85;0
34.8;86.15;50.85;0
33.3;86.15;50.98;3
33.1;87.95;50.98;3
33.3;87.95;50.44;3
33.0;87.28;50.44;3
33.8;87.28;49.63;3
33.3;88.92;49.63;3
33.7;88.92;53.0;3
33.3;88.92;53.0;3
33.4;88.92;55.45;3
33.6;85.04;55.45;3
33.5;85.04;55.65;3
34.6;84.54;55.65;3
34.5;84.54;53.56;3
34.7;85.64;53.56;0
34.9;85.64;53.92;0
34.7;89.69;53.92;0
34.2;89.69;53.75;3
34.3;84.72;53.75;3
31.8;84.72;51.74;3
32.1;85.8;51.74;3
32.9;85.8;53.8;3
35.1;82.95;53.8;0
32.6;82.95;53.43;3
33.3;82.57;54.04;3
33.1;89.46;54.04;3
34.0;89.46;50.04;3
33.6;80.85;47.55;3
34.1;84.46;47.55;3
33.4;84.46;53.44;3
35.1;87.21;52.3;0
35.0;85.16;52.3;0
34.8;85.16;54.76;0
34.9;88.31;54.76;0
33.9;88.31;55.64;3
34.0;87.07;55.64;3
34.1;87.07;54.19;3
33.9;84.4;54.19;3
34.4;84.4;53.2;3
34.7;83.59;53.2;0
34.6;83.59;49.35;0
34.6;82.38;49.35;1
35.3;82.38;48.97;1
35.3;82.15;48.97;1
34.5;82.15;52.5;1
33.9;90.15;52.5;3
33.0;90.15;54.49;3
32.9;81.68;54.49;1
33.5;81.68;44.03;1
33.8;91.2;44.03;3
35.0;91.2;37.61;0
35.2;86.66;37.61;0
34.8;83.59;53.93;0
35.2;83.75;53.93;0
33.7;83.75;50.85;3
35.0;86.52;50.85;0
34.3;86.52;47.58;3
33.8;83.95;47.58;2
34.7;83.95;46.76;0
33.8;83.62;46.76;1
36.4;83.62;48.26;0
36.2;82.77;48.26;0
35.4;82.77;50.42;1
35.2;83.48;50.42;1
35.6;83.48;52.61;1
35.1;84.43;52.61;0
34.6;84.43;49.16;0
35.4;86.0;49.16;0
34.2;86.0;48.44;1
34.0;84.81;48.44;1
34.2;84.81;44.84;1
34.3;84.48;44.84;1
35.7;84.48;46.86;0
35.6;87.05;46.86;1
34.2;87.05;45.68;1
34.0;87.94;45.68;3
33.8;87.94;48.77;3
34.1;90.17;48.77;3
34.7;90.17;47.66;0
34.0;81.05;47.66;1
34.6;81.05;49.42;1
34.7;80.17;49.42;1
34.2;80.17;48.72;1
34.2;83.28;48.72;1
34.5;83.28;51.82;1
34.4;77.75;51.82;1
35.0;77.75;52.23;1
34.8;78.5;52.23;1
34.7;78.5;50.36;1
34.7;81.78;50.36;1
33.9;81.78;46.27;3
33.7;81.61;46.27;1
33.3;81.61;45.73;1
33.2;80.05;45.73;1
35.0;80.05;49.37;1
34.4;85.47;49.37;3
34.8;85.47;51.42;0
34.2;81.7;51.42;1
34.2;81.7;52.46;1
34.4;82.72;52.46;1
35.8;82.72;51.74;1
34.6;85.48;51.74;0
34.5;85.48;53.17;0
34.9;84.91;53.17;0
35.1;84.91;51.08;0
35.0;84.18;51.08;0
34.3;84.18;55.71;3
35.2;87.79;55.71;0
35.2;87.79;58.17;0
35.8;86.75;58.17;0
34.4;86.75;52.86;3
34.6;86.48;52.86;0
34.6;86.48;55.93;0
34.7;84.3;55.93;0
35.1;84.3;54.45;0
35.0;83.02;54.45;1
34.2;83.02;50.01;1
34.2;77.25;50.01;1
35.2;77.25;58.81;1
35.1;81.55;58.81;0
34.5;81.55;55.03;1
34.7;77.68;55.03;1
34.9;77.68;59.19;1
34.8;78.41;59.19;1
34.2;78.41;60.0;1
34.0;82.88;60.0;3
34.4;82.88;54.01;3
33.7;80.88;54.01;1
34.3;80.88;52.44;1
34.0;86.11;52.44;3
34.3;86.11;50.97;3
34.3;83.71;50.97;1
33.9;83.71;57.45;1
33.7;84.39;57.45;1
34.5;84.39;56.64;1
34.4;86.42;56.64;3
34.4;86.42;56.85;3
34.5;86.78;56.85;0
34.3;86.78;49.74;2
34.9;85.58;49.74;0
34.4;85.58;60.23;3
33.9;79.1;60.23;1
34.8;84.76;55.82;1
34.9;81.38;55.82;1
35.5;81.38;58.79;1
35.5;81.71;58.79;1
35.1;81.71;59.19;1
34.7;82.73;59.19;1
35.6;82.73;60.55;0
35.2;83.6;60.55;0
34.5;83.6;47.01;1
34.8;79.5;47.01;1
35.3;79.5;44.26;1
35.0;84.95;44.26;0
34.2;84.95;37.26;2
34.3;85.9;37.26;2
34.2;85.9;59.35;3
34.4;88.44;59.35;3
34.8;88.44;61.87;0
34.9;88.78;61.87;0
35.7;88.78;62.96;0
35.8;88.86;62.96;0
35.4;88.86;61.91;0
35.3;80.62;61.91;1
35.7;80.62;59.54;0
35.7;82.22;59.54;1
35.0;82.22;58.96;1
34.6;83.28;58.96;1
35.7;83.28;57.61;0
35.8;81.53;57.61;1
35.2;81.53;56.1;1
34.5;85.27;56.1;0
34.7;85.27;61.14;0
34.8;84.09;61.14;1
34.4;84.09;47.14;2
34.7;80.37;47.14;2
34.6;80.37;60.57;1
34.9;83.56;60.57;0
35.5;83.56;62.12;0
35.2;84.99;62.12;0
36.0;84.99;59.99;0
36.0;82.33;59.99;0
36.1;82.33;61.02;0
35.7;83.51;61.02;0
35.4;83.51;63.65;0
34.4;86.31;63.65;3
35.7;86.31;61.52;0
35.5;83.0;61.52;1
35.0;83.0;57.73;1
35.2;82.69;57.73;1
34.9;82.69;60.24;1
34.6;80.44;60.24;1
35.5;80.44;55.86;1
35.4;82.84;55.86;1
34.1;82.84;55.03;1
34.2;86.71;55.03;3
33.8;86.71;57.36;3
34.5;88.19;57.36;3
34.7;88.19;55.48;0
34.6;87.71;55.48;0
34.8;87.71;51.57;0
34.7;76.44;51.57;1
34.8;76.44;52.06;1
34.3;86.18;52.06;3
34.8;86.18;56.29;0
35.2;80.18;56.29;1
34.0;80.18;45.36;1
33.8;85.05;45.36;3
35.3;85.05;27.61;2
35.0;78.91;27.61;2
35.6;78.91;26.81;2
35.1;83.03;26.81;2
33.4;83.03;21.76;2
34.0;84.76;21.76;2
35.3;84.76;42.59;0
35.7;82.89;42.59;0
34.7;82.89;39.05;2
34.9;87.38;39.05;2
34.2;87.38;32.85;2
34.9;83.57;32.85;2
35.0;83.57;31.2;2
35.0;84.85;31.2;2
34.9;84.85;35.7;2
34.6;83.72;35.7;2
34.6;83.72;29.73;2
35.1;81.95;29.73;2
34.2;81.95;46.22;2
34.6;85.36;46.22;2
34.7;85.36;50.55;2
35.2;83.63;50.55;1
33.7;83.63;54.29;1
34.1;85.95;54.29;3
33.0;85.95;48.3;2
32.8;84.68;48.3;2
34.0;84.68;54.33;3
34.2;84.99;54.33;1
35.1;84.99;56.75;0
34.8;85.56;56.75;0
34.2;85.56;53.22;3
34.2;83.35;53.22;1
35.0;83.35;53.07;1
34.6;85.58;53.07;0
34.6;85.58;52.17;2
34.7;84.25;52.17;2
34.1;84.25;53.12;3
34.7;82.87;53.12;1
34.4;82.87;54.65;1
34.1;81.73;54.65;1
34.2;81.73;51.83;1
35.3;85.22;51.83;0
33.9;85.22;50.01;2
34.0;86.33;50.01;3
34.7;86.33;55.88;0
36.1;87.33;55.88;0
34.0;87.33;55.95;3
34.2;87.47;55.95;3
34.3;87.47;57.1;3
34.4;82.83;57.1;3
34.2;82.83;56.31;3
34.6;83.97;56.31;0
34.6;83.97;60.16;3
34.8;80.12;60.16;1
35.5;80.12;62.41;1
35.7;82.98;62.41;0
35.3;82.98;55.22;0
35.4;83.68;55.22;0
35.4;83.68;52.3;0
35.0;83.13;52.3;0
35.0;83.13;55.92;0
34.9;83.67;55.92;0
35.1;83.67;54.97;0
34.9;85.47;54.97;0
34.1;85.47;56.4;3
34.8;84.87;56.4;0
34.2;84.87;55.65;3
34.4;86.08;55.65;3
35.5;86.08;56.44;0
34.9;84.99;56.44;0
34.5;84.99;55.99;0
35.2;85.47;55.99;0
34.5;85.47;51.42;3
34.5;87.74;51.42;3
34.5;87.74;53.53;3
34.8;82.2;53.53;0
34.4;82.2;55.66;3
34.9;84.94;55.66;0
35.2;84.94;62.84;0
35.0;80.71;62.84;1
34.3;80.71;61.37;1
33.6;85.32;61.37;3
34.0;85.32;48.63;2
34.2;80.33;48.63;1
33.9;80.33;48.86;1
34.1;81.02;48.86;1
34.3;81.02;51.63;1
34.5;82.09;51.63;1
35.0;82.09;59.69;1
34.9;78.85;59.69;1
35.3;78.85;58.47;1
35.2;79.2;58.47;1
34.4;79.2;58.6;1
34.6;84.77;58.6;0
35.1;84.77;54.67;0
34.9;80.09;54.67;1
34.8;80.09;57.99;1
35.1;78.96;57.99;1
34.8;78.96;56.64;1
34.6;79.57;56.64;1
34.8;79.57;55.12;1
34.3;86.76;55.12;3
33.2;86.76;56.42;3
33.7;88.45999999999998;56.42;3
34.0;88.45999999999998;55.05;3
34.1;79.06;55.05;1
34.4;79.06;56.35;1
33.9;84.41;56.35;3
35.3;84.41;55.54;0
35.3;84.55;55.54;0
35.2;84.55;58.23;0
35.3;80.69;58.23;1
34.6;80.69;57.81;1
34.4;87.6;57.81;3
34.9;87.6;54.64;0
34.7;81.07;54.64;1
34.4;81.07;57.0;1
34.0;80.99;57.0;1
34.6;80.99;58.27;1
34.5;80.23;58.27;1
35.5;80.23;55.59;1
35.7;81.39;55.59;0
35.5;81.39;60.16;0
34.7;81.72;60.16;1
34.4;81.72;61.2;1
34.4;81.6;61.2;1
34.2;81.6;57.92;1
35.0;85.71;57.92;0
35.2;85.71;60.13;0
35.1;86.78;60.13;0
35.1;86.78;56.75;0
35.2;85.91;56.75;0
34.1;85.91;55.28;3
34.3;81.93;55.28;1
34.6;81.93;57.58;1
34.6;83.9;57.58;0
35.5;83.9;56.04;0
35.1;80.34;56.04;1
35.4;80.34;61.6;1
34.6;80.75;61.6;1
34.5;80.75;62.18;3
35.1;86.54;62.18;0
35.5;86.54;61.83;0
35.1;86.62;61.83;0
35.6;86.62;60.31;0
35.3;83.46;60.31;1
35.7;83.46;56.39;1
35.6;83.66;56.39;0
35.2;83.66;57.62;0
34.9;77.01;57.62;1
34.4;77.01;55.91;1
34.5;83.91;55.91;3
34.6;83.91;59.18;0
35.0;83.35;59.18;0
34.2;83.35;59.37;3
34.8;85.63;57.82;0
35.6;83.6;59.52;0
35.4;84.66;59.52;0
34.4;84.66;61.18;3
34.7;85.51;61.18;0
35.7;85.51;59.89;0
35.4;86.04;59.89;0
35.4;83.67;56.26;0
35.1;85.48;56.26;0
35.4;85.48;56.84;0
35.3;85.75;56.84;0
35.3;85.75;58.28;0
35.5;83.51;58.28;1
35.5;83.51;61.13;1
35.7;85.72;61.13;0
35.9;85.72;60.5;0
35.8;86.01;60.5;0
34.8;86.01;56.37;0
34.9;84.8;56.37;1
36.0;80.32;60.86;1
35.8;80.52;60.86;1
35.9;80.52;58.24;1
35.8;80.16;58.24;1
35.3;80.16;57.2;1
35.5;78.45;57.2;1
35.8;78.45;57.48;1
36.0;82.14;57.48;1
36.0;82.14;58.59;1
36.0;78.37;58.59;1
36.2;78.37;60.91;1
35.3;80.56;60.91;1
36.1;80.56;60.32;1
35.7;82.24;60.32;0
36.4;82.24;53.28;0
36.1;86.53;53.28;0
35.4;86.53;55.67;0
35.2;91.35;55.67;0
35.5;91.35;55.69;0
35.2;85.69;55.69;0
35.6;85.69;59.9;0
36.1;86.47;59.9;0
36.1;86.47;60.59;0
34.8;83.75;60.59;0
35.0;83.75;58.16;0
34.8;88.42;58.16;0
35.4;88.42;56.13;0
35.2;83.15;56.13;0
36.5;83.15;58.41;0
36.5;86.05;58.41;0
36.1;86.05;61.47;0
35.9;83.29;61.47;0
34.9;83.29;60.08;1
34.9;79.78;60.08;1
35.5;79.78;59.4;1
34.8;84.25;59.4;0
35.1;84.25;58.58;0
35.4;87.03;58.58;0
33.9;87.03;58.54;3
35.5;85.73;58.54;0
34.9;85.73;58.76;0
34.8;81.83;58.76;1
35.4;81.83;58.45;1
35.2;83.55;58.45;0
35.5;83.55;59.07;0
35.1;80.36;59.07;1
35.2;80.36;58.59;1
35.0;88.05;58.59;0
35.4;88.05;56.25;0
35.3;80.25;56.25;1
34.9;80.25;58.32;1
34.7;80.71;58.32;0
35.2;80.71;59.86;0
35.2;86.08;59.86;0
36.5;86.08;59.46;0
35.8;87.56;59.46;0
34.8;87.56;56.66;0
35.2;86.88;56.66;0
35.0;86.88;58.09;0
35.0;81.22;58.09;0
34.5;81.22;55.75;3
34.9;81.19;55.75;1
35.1;81.19;54.62;1
35.4;77.3;54.62;1
34.9;77.3;51.31;1
35.0;78.05;51.31;1
37.1;78.05;54.91;1
36.9;84.69;54.91;0
34.9;84.69;42.91;0
35.2;84.48;42.91;0
35.4;84.48;43.0;0
35.9;82.64;43.0;0
34.5;82.64;45.32;1
35.6;84.95;45.32;0
34.9;84.95;46.8;0
35.1;85.23;46.8;0
36.0;85.23;45.15;0
35.1;87.95;45.15;0
35.4;87.95;44.36;0
35.6;85.68;44.36;0
36.1;85.68;54.79;0
36.1;86.66;54.79;0
35.9;86.66;56.5;0
35.3;83.75;56.5;0
35.0;83.75;56.64;0
34.8;85.93;56.64;0
35.7;85.93;49.65;0
34.8;80.83;49.65;1
35.0;80.83;59.89;0
35.2;88.36;59.89;0
34.8;88.36;61.91;0
35.2;84.98;61.91;0
36.7;84.98;60.54;0
35.4;85.47;60.54;0
35.5;85.47;62.57;0
36.2;79.56;62.57;0
35.3;79.56;60.09;0
35.7;77.18;60.09;1
35.3;77.18;57.18;1
35.1;82.61;57.18;0
35.4;82.61;52.31;0
34.8;82.54;52.31;0
36.6;82.54;55.87;0
36.3;84.75;55.87;0
36.2;84.75;59.4;0
36.3;86.37;59.4;0
36.3;86.37;57.2;0
36.2;88.52;57.2;0
35.4;88.52;54.59;0
34.8;83.89;54.59;0
34.7;83.89;56.54;0
34.6;86.49;56.54;3
34.4;86.49;51.67;3
33.7;87.03;51.67;3
34.9;87.03;60.09;0
34.0;82.08;60.09;1
35.6;82.08;61.81;0
35.3;86.58;61.81;0
36.0;86.58;58.41;0
34.5;85.89;58.41;3
34.8;85.89;55.8;0
35.1;87.04;55.8;0
35.1;87.04;52.26;0
34.9;83.44;52.26;0
34.0;83.44;58.52;3
34.3;87.64;58.52;3
34.8;87.64;57.04;0
34.7;89.22;57.04;0
35.0;89.22;54.39;0
34.6;84.66;54.39;0
34.7;84.66;52.44;0
34.8;84.11;52.44;0
34.9;84.11;49.79;0
34.1;85.96;49.79;3
35.3;85.96;53.32;0
35.0;86.41;53.32;0
34.8;86.41;49.62;0
34.6;86.31;49.62;3
35.0;86.31;50.72;0
35.4;85.56;50.72;0
34.8;85.56;58.86;0
34.7;83.0;58.86;1
35.0;83.0;56.42;1
34.9;79.87;56.42;1
34.8;79.87;57.21;1
35.0;89.57;57.21;0
34.6;89.57;60.35;3
34.7;85.92;60.35;3
34.3;85.92;54.57;3
34.4;88.42;54.57;3
35.1;88.42;54.76;0
35.5;85.89;54.76;0
36.4;85.89;57.14;0
35.7;89.78;57.14;0
35.7;89.78;55.24;0
34.8;81.0;55.24;1
35.1;81.0;57.79;1
35.0;86.16;57.79;0
35.4;86.16;55.84;0
35.3;84.06;55.84;0
35.0;84.06;49.1;0
35.1;76.7;49.1;1
34.7;76.7;53.89;1
35.0;85.56;53.89;0
35.4;85.56;54.96;0
35.3;78.77;54.96;1
35.0;78.77;51.38;1
35.0;80.12;51.38;1
34.6;80.12;52.32;1
34.9;81.85;52.32;1
35.3;81.85;52.17;0
34.8;83.37;52.17;0
35.1;83.37;53.31;0
34.8;81.82;53.31;1
34.6;81.82;53.46;1
35.5;81.5;53.46;0
33.4;81.5;50.5;3
33.1;83.06;50.5;3
34.3;83.06;53.53;1
34.0;80.95;53.53;1
34.5;80.95;50.85;1
34.0;81.12;50.85;1
34.7;81.12;50.53;1
35.3;85.0;50.53;0
35.0;85.0;47.8;0
34.9;82.88;47.8;0
34.2;85.45;54.82;3
34.1;83.92;54.82;3
34.6;83.92;48.63;0
34.6;78.62;48.63;1
34.6;78.62;49.59;1
34.7;84.73;49.59;0
34.9;84.73;52.34;0
