Содержание Fe;Магнетит;Доля класса -5мм;Кластер
36.4;82.44;54.77;0
36.1;85.44;54.77;0
34.5;85.44;56.28;3
34.8;80.87;56.28;0
34.4;80.87;59.4;3
34.9;85.53;59.4;0
34.0;85.53;58.2;3
34.5;80.92;58.2;3
34.1;80.92;57.96;3
34.2;84.08;57.96;3
35.0;84.08;57.16;0
34.8;81.04;57.16;0
34.0;81.04;60.1;3
34.2;83.65;60.1;3
35.1;83.65;57.3;0
34.0;86.82;57.3;3
34.0;89.62;59.15;3
34.0;87.68;59.15;3
33.9;87.68;55.12;3
34.2;80.49;55.12;3
35.3;80.49;54.95;0
35.1;83.02;54.95;0
34.4;83.02;52.42;3
34.7;84.97;52.42;0
33.4;84.97;52.27;3
33.6;81.01;52.27;3
34.2;81.01;52.64;3
33.9;87.85;52.64;3
33.6;87.85;56.0;3
33.7;87.92;56.0;3
33.3;87.92;54.56;3
33.2;80.8;54.56;3
33.4;80.8;53.09;3
34.8;83.76;50.41;0
33.8;83.17;50.41;3
33.0;83.17;52.82;3
33.1;82.58;52.82;3
34.3;82.58;56.13;3
33.6;87.26;56.13;3
34.6;87.26;56.38;3
34.7;89.69;56.38;3
34.6;89.69;55.04;3
34.6;85.28;55.04;3
32.5;85.28;56.37;3
33.9;86.91;56.37;3
34.5;86.91;62.39;3
34.6;84.79;62.39;0
34.0;84.79;60.98;3
34.2;85.54;60.98;3
33.9;85.54;55.34;3
34.0;88.16;55.34;3
33.7;88.16;53.21;3
33.9;84.1;53.21;3
33.8;84.1;55.93;3
33.7;90.69;55.93;3
34.9;90.69;55.39;0
34.1;85.25;55.39;3
34.9;85.25;52.9;0
35.3;88.35;52.9;0
34.8;88.35;54.63;0
34.8;83.04;54.63;0
33.7;83.04;53.42;3
32.8;83.37;53.42;3
34.4;83.37;50.9;3
34.8;87.72;50.9;0
35.8;87.72;52.1;0
35.6;87.78;52.1;0
33.9;87.78;49.28;3
35.8;80.64;49.28;1
34.1;80.64;40.76;2
34.3;84.18;40.76;2
35.2;84.18;53.61;0
35.5;85.55;53.61;0
35.0;85.55;52.99;0
34.9;79.77;52.99;1
35.7;79.77;50.44;1
35.6;81.8;50.44;1
35.1;81.8;50.72;1
34.7;82.15;50.72;1
35.0;82.15;50.83;1
34.8;83.22;50.83;0
34.6;83.22;52.38;1
35.2;83.09;52.38;0
35.3;83.09;46.21;0
35.2;84.71;46.21;0
35.2;84.71;37.85;2
34.2;80.47;37.85;2
33.7;80.47;44.21;1
33.7;83.28;44.21;3
35.0;83.28;37.62;2
34.7;85.47;37.62;2
34.4;85.47;37.58;2
34.5;80.69;37.58;1
35.0;80.69;44.12;1
34.7;82.07;44.12;1
33.0;82.07;49.2;1
33.4;81.13;49.2;1
33.9;81.13;51.28;1
34.1;80.64;51.28;1
34.9;80.64;49.64;1
35.2;85.43;49.64;0
35.4;85.43;49.25;0
35.5;84.42;49.25;0
34.4;84.42;50.42;3
34.2;84.29;50.42;3
34.5;84.29;42.36;2
34.3;86.43;42.36;2
34.5;86.43;49.97;0
34.3;91.82;49.97;3
33.7;91.82;50.5;3
33.6;85.54;50.5;3
34.9;85.54;49.14;0
34.0;86.64;49.14;3
34.1;86.64;49.67;3
34.8;83.06;49.67;0
34.2;83.06;48.13;1
33.9;78.31;48.13;1
33.9;78.31;46.39;1
34.2;84.49;46.39;3
34.7;84.49;43.04;2
34.4;86.74;43.04;2
34.0;86.74;46.32;3
34.2;88.22;46.32;3
34.0;88.22;45.16;3
33.9;80.95;45.16;3
33.7;80.95;45.83;3
33.7;86.3;45.83;3
33.5;86.3;43.88;3
33.8;82.32;43.88;3
35.5;82.32;47.14;0
35.0;85.53;47.14;0
34.6;85.53;45.72;3
33.8;86.46;45.72;3
35.1;86.46;45.2;0
35.4;83.68;45.2;0
34.5;83.68;46.13;3
34.8;80.24;46.13;1
34.5;80.24;45.13;1
34.5;88.8;45.13;3
33.0;88.8;48.55;3
33.1;87.25;48.55;3
34.0;87.25;53.1;3
33.7;87.11;53.1;3
33.4;87.11;51.62;3
33.3;88.92;51.62;3
33.7;88.92;50.99;3
34.2;89.18;50.99;3
33.9;89.18;51.27;3
34.1;86.55;51.27;3
34.2;86.55;49.91;3
34.0;88.78;49.91;3
33.1;88.78;49.61;3
33.6;80.1;49.61;1
34.6;80.1;48.92;1
33.6;86.93;47.75;3
33.2;86.93;49.57;3
33.0;77.67;49.57;1
33.2;77.67;50.34;1
33.0;81.84;50.34;3
33.7;81.84;46.04;3
33.4;81.14;52.83;3
33.0;79.96;53.33;3
33.9;79.96;53.11;1
33.6;83.44;53.11;3
33.7;83.44;49.07;3
33.9;84.24;49.07;3
33.8;84.24;52.44;3
34.0;87.62;52.44;3
36.5;87.62;53.94;0
36.6;83.95;53.94;0
34.4;83.95;52.16;3
34.7;81.81;52.16;1
34.6;81.81;50.77;1
34.6;82.03;50.77;0
35.3;82.03;51.34;0
35.2;83.23;51.34;0
33.9;83.23;54.15;3
33.4;88.28;54.15;3
33.3;88.28;52.83;3
34.1;86.8;52.83;3
34.1;86.8;55.2;3
34.0;87.61;55.2;3
32.7;87.61;55.37;3
33.4;85.15;55.37;3
34.0;85.15;55.45;3
34.1;83.38;55.45;3
33.9;83.38;55.05;3
33.9;86.24;55.05;3
33.3;86.24;55.93;3
33.7;84.9;55.93;3
34.4;84.9;56.01;3
34.6;82.26;56.01;1
35.0;82.26;53.96;0
35.2;81.33;53.96;0
35.2;81.33;57.66;0
35.1;81.16;57.66;0
34.2;81.16;54.08;1
34.3;81.43;54.08;3
34.6;81.43;57.2;3
34.8;84.34;57.2;0
34.5;84.34;47.73;0
34.4;76.74;47.73;1
34.6;76.74;45.25;1
34.5;81.7;45.25;3
34.5;81.7;45.98;3
34.5;82.67;45.98;3
34.4;82.67;47.49;3
34.3;78.03;47.49;1
34.3;78.03;47.94;1
34.4;79.52;47.94;1
32.7;79.52;45.41;3
32.7;81.94;45.41;3
32.4;81.94;44.3;3
32.6;80.82;44.3;3
33.1;80.82;47.36;3
34.0;79.51;47.36;1
33.6;79.51;50.88;1
33.7;83.35;50.88;3
34.0;83.35;43.55;3
33.8;82.37;43.55;1
33.7;82.37;47.15;1
33.7;86.18;47.15;3
33.4;86.18;49.13;3
33.2;79.86;49.13;3
34.3;84.5;47.25;3
33.6;85.52;47.25;3
33.9;85.52;47.95;3
33.6;80.01;47.95;1
34.2;80.01;47.53;1
34.1;79.33;47.53;1
34.1;79.33;49.43;1
34.0;77.31;49.43;1
33.3;77.31;51.85;1
33.6;83.68;51.85;3
33.2;83.68;52.28;3
33.2;88.05;52.28;3
32.0;88.05;50.0;3
33.5;87.11;50.21;3
33.4;85.17;50.21;3
34.0;84.8;51.83;3
33.8;84.28;51.83;3
33.9;84.28;47.26;3
33.6;87.52;47.26;3
33.7;87.52;52.39;3
33.9;81.96;52.39;3
33.8;81.96;53.87;3
34.0;86.79;53.87;3
33.1;86.79;56.17;3
33.2;88.23;56.17;3
33.4;88.23;55.41;3
33.0;82.95;55.41;3
33.4;82.95;54.76;3
33.3;89.3;54.76;3
34.2;89.3;55.27;3
34.2;83.91;55.27;3
33.5;83.91;54.4;3
34.4;84.69;54.4;3
33.9;84.69;53.4;3
34.0;87.33;53.4;3
34.1;87.33;52.42;3
34.0;88.21;52.42;3
33.9;88.21;50.11;3
34.0;83.48;50.11;3
33.8;83.48;47.17;2
34.0;83.8;47.17;2
33.5;83.8;48.08;3
33.8;84.39;48.08;3
34.0;84.39;49.2;3
34.6;88.7;53.1;3
34.0;85.19;53.1;3
36.6;85.19;50.68;0
34.9;88.15;50.68;0
35.1;88.15;52.83;0
34.5;89.18;52.83;3
34.7;89.18;55.74;0
35.4;87.52;55.74;0
35.4;87.52;53.49;0
35.8;83.7;53.49;0
34.8;83.7;53.95;0
35.3;86.72;53.95;0
33.6;86.72;55.1;2
33.8;88.36;55.1;2
34.7;88.36;53.36;2
34.8;89.92;53.36;0
34.5;89.92;51.66;2
35.9;88.82;51.66;2
35.8;88.82;48.02;0
36.0;86.77;48.02;0
34.9;86.77;50.0;2
35.2;88.34;50.0;2
34.8;88.34;50.79;2
34.9;84.69;50.79;2
34.8;84.69;48.17;2
34.9;88.15;48.17;2
34.5;88.15;47.75;2
34.7;85.07;47.75;2
34.8;85.07;47.24;2
34.9;86.54;47.24;2
34.7;86.54;48.15;2
34.6;86.4;48.15;2
34.6;86.4;46.52;2
34.6;88.76;46.52;2
34.5;88.76;46.45;2
34.6;90.08;46.45;2
35.0;90.08;50.41;0
34.8;90.9;50.41;0
35.1;90.9;50.17;0
35.3;88.52;50.17;0
35.1;88.52;46.63;0
35.0;89.85;46.63;0
34.1;89.85;48.01;3
34.3;90.88;48.01;3
34.3;90.88;50.95;3
34.6;88.35;50.95;0
34.2;88.35;52.43;3
34.1;87.74;52.43;3
34.4;87.74;54.16;3
34.5;87.66;54.16;3
34.1;87.66;50.21;2
34.2;82.7;50.21;2
36.0;82.7;46.86;2
35.5;86.38;46.86;2
33.9;86.38;48.43;3
33.7;84.25;48.43;2
34.0;84.25;51.98;3
33.9;84.48;51.98;3
33.6;84.48;55.12;3
34.5;85.11;55.12;3
35.8;85.11;55.31;0
35.1;83.71;55.31;0
36.0;83.71;56.26;0
35.7;87.68;56.26;0
35.4;87.68;57.16;0
35.2;88.97;57.16;0
35.7;88.97;55.8;0
36.1;88.2;55.8;0
34.9;88.2;56.03;0
35.7;88.06;56.03;0
35.8;88.06;55.98;0
35.1;80.96;55.98;0
35.5;80.96;55.68;0
35.7;85.85;55.68;0
35.4;85.85;54.56;0
35.0;85.83;54.56;0
35.6;85.83;53.38;0
35.4;79.84;53.38;0
34.8;79.84;56.15;0
34.7;81.05;56.15;3
35.1;81.05;53.82;0
34.8;81.67;53.82;0
34.5;81.67;52.35;3
34.3;80.88;52.35;3
34.6;80.88;54.06;3
34.5;79.65;54.06;1
34.5;79.65;52.69;1
34.6;81.46;52.69;1
34.2;81.46;52.68;1
34.0;80.43;52.68;3
34.0;80.43;53.43;3
33.8;82.06;53.43;3
33.5;82.06;50.19;3
33.9;85.62;50.19;3
36.4;85.62;51.6;0
34.9;88.32;51.6;0
34.6;88.32;52.82;0
34.8;84.0;52.82;0
34.9;84.0;53.29;0
35.4;88.43;53.29;0
32.7;88.43;54.6;3
33.1;88.31;54.6;3
34.6;88.31;53.87;0
34.5;85.89;53.87;3
35.2;85.89;55.98;0
35.2;85.6;55.98;0
34.2;84.49;50.04;3
33.5;84.78;50.04;3
33.2;84.78;54.98;3
33.3;80.84;54.98;3
33.4;80.84;52.8;3
33.3;85.28;52.8;3
33.0;85.28;54.36;3
33.4;79.81;54.36;3
32.2;79.81;57.33;3
32.3;83.81;57.33;3
33.0;83.81;55.76;3
33.0;84.03;55.76;3
32.0;84.03;54.91;3
32.5;81.97;56.75;3
32.6;81.43;56.75;3
33.4;81.43;57.6;3
33.2;84.64;57.6;3
32.7;84.64;55.78;3
32.8;81.6;55.78;3
33.9;81.6;57.63;3
34.1;83.26;54.28;3
33.5;81.75;54.28;3
33.2;81.75;56.32;3
33.0;83.6;56.32;3
33.0;83.6;55.11;3
32.7;83.9;55.11;3
33.0;83.9;56.23;3
33.2;85.4;56.23;3
33.0;85.4;55.69;3
32.9;82.65;55.69;3
33.7;82.65;54.89;3
33.5;81.69;54.89;3
33.7;81.69;56.89;3
33.4;80.84;56.89;3
33.6;80.84;56.32;3
33.0;81.79;56.32;3
33.0;81.79;57.01;3
33.0;84.58;57.01;3
33.3;84.58;56.35;3
33.9;83.42;56.35;3
33.4;83.42;56.62;3
33.1;86.3;56.62;3
34.7;86.3;55.56;0
34.5;81.6;55.56;1
33.9;81.6;55.65;3
34.1;82.86;55.65;3
33.3;82.86;52.56;3
33.4;86.7;52.56;3
34.0;86.7;51.48;3
33.0;84.77;51.48;3
32.5;84.77;54.99;3
33.9;86.62;53.2;3
33.1;87.47;52.89;3
33.6;83.16;49.91;3
34.9;83.16;50.98;2
34.5;85.85;50.98;2
34.4;85.85;53.82;3
34.6;83.61;53.82;3
34.1;83.61;55.72;3
34.2;80.13;55.72;3
34.6;80.13;54.17;3
34.5;80.82;54.17;1
34.5;80.82;64.36;1
34.1;84.73;64.36;3
34.3;84.73;55.95;3
34.4;87.36;55.95;3
33.6;87.36;55.57;3
33.7;85.35;55.57;3
33.0;85.35;53.47;3
33.9;87.59;53.47;3
33.7;87.59;51.95;3
33.5;85.68;51.95;3
33.5;85.68;54.2;3
33.4;85.66;54.2;3
33.7;85.66;56.19;3
33.7;84.64;56.19;3
35.4;84.64;54.19;0
35.3;80.0;54.19;1
34.3;80.0;50.86;1
34.0;83.68;50.86;3
35.0;83.68;50.45;0
34.7;83.0;50.45;1
34.8;83.0;52.18;1
34.4;85.92;52.18;0
34.6;85.92;52.5;0
34.6;84.17;52.5;0
35.1;84.17;55.92;0
34.7;80.17;55.92;1
35.2;80.17;56.95;1
34.8;76.13;56.95;1
37.0;76.13;55.35;1
37.7;77.27;55.35;0
34.9;77.27;55.59;1
35.0;83.73;55.59;0
34.8;83.73;53.46;0
34.9;80.69;53.46;1
34.5;80.69;54.57;1
34.5;81.34;54.57;1
34.6;81.34;52.12;1
34.5;84.0;52.12;3
34.6;84.0;52.09;3
34.7;83.6;52.09;0
34.5;83.6;52.43;3
34.6;80.39;52.43;1
33.9;80.39;54.83;3
33.9;87.98;54.83;3
33.5;87.98;50.39;3
33.4;86.11;50.39;3
32.6;86.11;54.54;3
33.1;82.78;54.54;3
33.1;82.78;55.59;3
33.7;85.7;55.59;3
34.7;85.7;54.91;0
34.5;83.27;54.91;1
34.2;83.27;52.12;1
34.8;82.65;52.12;0
32.9;82.65;50.85;3
33.3;78.06;50.85;1
35.1;78.06;54.23;1
35.0;79.76;54.23;1
33.4;79.76;53.65;3
34.4;78.56;53.65;1
35.2;78.56;54.35;1
35.6;81.74;54.35;0
34.0;85.28;54.58;3
34.2;79.73;54.58;3
34.9;79.73;52.5;1
34.8;79.57;52.5;1
34.6;79.57;54.04;1
34.5;83.31;54.04;3
34.3;83.31;54.73;3
34.5;82.94;54.73;3
34.2;82.94;55.71;3
34.4;86.01;55.71;3
33.2;86.01;55.08;3
33.6;79.16;55.08;3
35.4;79.16;56.03;0
34.0;77.31;56.03;1
34.9;77.31;57.56;1
34.6;80.38;57.56;1
34.2;80.38;58.24;3
34.9;77.16;58.24;1
34.1;77.16;59.95;1
34.4;75.93;59.95;1
34.6;75.93;59.97;1
34.8;80.86;59.97;1
34.7;80.86;57.96;1
34.4;82.36;57.96;3
34.6;82.36;58.44;0
34.3;82.98;58.44;3
34.4;82.98;58.06;3
34.2;79.86;58.06;3
33.7;79.86;59.01;3
34.2;82.37;59.01;3
33.9;82.37;60.35;3
34.1;88.14;60.35;3
34.5;88.14;60.68;3
34.2;85.06;60.68;3
33.7;85.06;60.83;3
34.1;85.73;60.83;3
34.0;85.73;60.37;3
33.8;79.67;60.37;1
35.3;79.67;58.45;1
34.9;80.76;58.45;1
34.5;80.76;58.75;1
34.2;84.13;58.75;3
35.0;84.13;57.83;0
34.7;82.72;57.83;0
34.0;82.72;59.16;3
34.3;87.14;59.16;3
34.0;87.14;58.89;3
34.3;83.76;58.89;3
34.5;83.76;57.03;3
34.5;80.67;57.03;3
34.3;80.67;59.92;3
34.0;82.29;59.92;1
34.9;82.29;59.72;1
34.3;82.96;59.72;3
34.4;82.96;59.77;3
34.4;83.17;59.77;1
35.0;83.17;59.38;0
34.9;85.19;59.38;0
35.3;85.19;60.77;0
35.2;79.0;60.77;0
34.4;79.0;59.09;3
34.3;84.06;59.09;3
34.0;84.06;58.84;3
34.3;88.9;58.84;3
33.5;88.9;58.28;3
33.6;80.28;58.28;3
33.4;80.28;56.93;3
36.1;85.39;58.22;0
36.2;80.39;58.22;0
34.7;80.39;59.61;1
34.8;82.6;59.61;0
34.5;82.6;53.75;3
34.6;83.35;53.75;0
34.4;83.35;49.66;3
34.6;88.0;49.66;0
34.0;88.0;47.44;3
34.8;86.63;47.44;0
33.3;86.63;52.39;3
34.2;87.45;52.39;3
33.5;87.45;53.85;3
33.6;83.18;53.85;3
34.0;83.18;56.11;3
33.8;87.74;56.11;3
34.1;87.74;57.79;3
33.9;86.46;57.79;3
33.9;86.46;56.51;3
33.9;80.65;56.51;3
34.1;80.65;56.73;3
34.2;78.29;56.73;1
34.0;78.29;52.91;1
33.8;85.36;52.91;3
33.4;85.36;54.47;3
34.1;85.85;54.47;3
34.8;85.85;55.94;0
34.6;84.01;55.94;3
33.2;84.01;56.96;3
33.3;85.7;56.96;3
33.0;85.7;55.91;3
34.2;75.49;55.91;1
33.3;75.49;55.56;3
33.5;81.06;55.56;3
33.2;81.06;55.93;3
34.2;84.94;55.93;3
34.4;84.94;59.12;3
34.3;84.27;59.12;3
33.5;84.27;59.13;3
33.5;82.77;59.13;3
33.4;82.77;61.26;3
33.4;82.68;61.26;3
34.8;82.68;59.43;0
33.7;88.45;59.43;3
33.9;88.45;58.74;3
34.4;88.81;58.74;3
33.6;88.81;57.79;3
33.8;87.78;57.79;3
34.6;87.78;59.13;3
34.4;86.67;59.13;3
34.4;86.67;58.74;3
34.7;87.06;58.74;0
35.2;87.06;55.67;0
34.5;86.82;55.67;3
35.3;86.82;56.59;0
34.3;85.43;56.59;3
36.3;85.43;57.94;0
35.8;86.03;57.94;0
35.2;86.03;56.74;0
35.3;83.17;56.74;0
34.9;83.17;54.61;0
35.3;82.37;54.61;0
34.8;82.37;54.8;0
34.6;83.01;54.8;0
34.4;83.01;56.44;1
34.4;84.09;56.44;3
34.7;84.09;44.21;2
34.3;80.41;44.21;1
34.1;80.41;36.47;2
34.4;75.58;36.47;1
34.0;75.58;49.87;1
34.0;77.69;49.87;1
34.5;77.69;55.07;1
35.7;79.06;54.02;0
35.6;79.45;54.02;0
34.8;79.45;55.45;1
34.4;79.16;55.45;3
34.7;79.16;56.9;1
34.9;80.05;56.9;0
34.9;80.05;57.9;0
35.0;82.59;57.9;0
34.5;82.59;58.4;3
33.9;83.42;58.4;3
34.4;83.42;57.01;3
34.5;79.15;57.01;3
33.0;79.15;58.53;3
33.5;81.25;58.53;3
35.1;81.25;57.24;0
34.9;80.27;57.24;1
35.0;80.27;56.9;1
35.2;84.67;56.9;0
34.7;84.67;60.26;0
34.9;78.68;60.26;1
34.1;78.68;56.7;3
34.4;83.54;56.7;3
33.2;83.54;59.25;3
34.1;84.89;59.25;3
34.3;84.89;54.71;3
33.8;86.12;54.71;3
34.4;86.12;61.1;3
34.5;79.32;61.1;3
34.0;79.32;60.83;3
34.5;89.53;60.83;3
34.2;89.53;59.98;3
34.0;84.99;59.98;3
33.0;84.99;61.53;3
33.8;84.99;61.53;3
34.2;84.99;58.49;3
33.8;88.7;58.49;3
35.8;88.7;57.76;0
35.0;89.22;57.76;0
35.2;89.22;57.05;0
35.0;85.76;57.05;0
34.0;85.76;59.1;3
35.2;82.44;59.1;0
33.8;82.44;55.77;3
34.6;83.4;55.77;3
33.5;83.4;52.0;3
33.6;84.58;52.0;3
33.6;84.58;53.73;3
33.5;86.12;53.73;3
33.6;86.12;55.66;3
33.3;82.6;55.66;3
34.3;82.6;53.51;3
33.9;87.04;53.51;3
33.7;87.04;53.98;3
34.4;80.57;53.98;1
34.3;80.57;54.68;1
34.0;75.58;54.68;1
32.0;87.72;56.48;3
32.8;84.7;56.48;3
33.7;84.7;54.95;3
33.6;86.93;54.95;3
34.3;86.93;56.79;3
34.2;82.47;56.79;3
33.6;82.47;57.71;3
33.0;85.56;57.71;3
33.6;85.56;54.52;3
33.5;86.32;54.52;3
34.8;86.32;52.02;0
34.8;80.88;52.02;0
33.2;84.55;50.35;3
33.7;84.55;48.54;3
33.6;79.55;48.54;3
34.2;79.55;53.73;3
33.8;83.74;53.73;3
33.0;83.74;58.42;3
34.2;83.81;58.42;3
33.9;83.81;57.14;3
34.1;80.68;57.14;3
33.8;80.68;55.97;3
34.0;81.77;55.97;3
34.4;81.77;57.26;3
34.2;88.32;57.26;3
33.7;88.32;55.47;3
33.6;83.11;55.47;3
33.5;83.11;57.18;3
33.6;81.55;57.18;3
33.0;81.55;56.78;3
33.5;82.06;56.78;3
33.5;82.06;58.28;3
33.6;83.0;58.28;3
34.0;83.0;58.41;3
34.1;83.5;58.41;3
32.6;83.5;61.78;3
32.5;83.19;61.78;3
33.0;83.19;61.83;3
32.8;82.29;61.83;3
33.4;82.29;60.86;3
32.9;80.8;60.86;3
33.0;80.8;56.88;3
33.3;79.07;56.88;3
33.7;79.07;58.59;3
33.0;84.4;58.59;3
33.1;84.4;58.08;3
32.9;84.26;58.08;3
35.0;84.26;58.56;0
34.4;86.25;58.56;3
32.2;86.25;55.72;3
33.5;81.7;55.72;3
32.9;81.7;54.77;3
33.0;83.41;54.77;3
34.2;83.41;55.86;3
34.4;80.11;55.86;1
34.1;80.11;55.42;3
33.9;85.3;55.42;3
33.8;85.3;55.61;3
34.2;88.01;55.61;3
32.3;88.01;55.37;3
34.0;89.59;55.37;3
34.1;89.59;55.04;3
34.7;88.21;55.89;0
34.8;87.72;55.89;0
34.6;87.72;56.44;3
34.2;86.73;56.44;3
34.1;86.73;54.25;3
34.1;79.51;54.25;3
34.5;79.51;48.19;1
34.4;88.42;48.19;3
33.5;88.42;42.93;3
33.4;78.87;42.93;3
33.2;78.87;53.76;3
34.3;81.78;53.76;3
34.6;81.78;56.55;3
34.3;79.03;56.55;1
34.4;79.03;54.84;1
34.6;84.83;54.84;0
34.7;84.83;50.22;0
34.8;84.6;50.22;0
35.2;84.6;52.12;0
35.0;86.91;44.24;0
35.0;83.91;44.24;1
34.3;82.44;41.8;1
34.6;82.44;48.08;1
34.8;79.59;48.08;1
34.7;84.68;49.05;0
34.5;84.68;44.24;3
35.2;85.8;44.24;0
34.1;85.8;42.1;3
34.4;90.6;42.1;3
33.6;90.6;53.66;3
33.7;88.85;53.66;3
34.0;88.85;50.03;3
34.3;88.72;50.03;3
34.5;88.72;53.92;3
34.7;85.13;53.92;0
34.4;85.13;57.05;3
34.5;84.95;57.05;3
35.5;84.95;49.48;0
35.5;86.29;49.48;0
34.7;86.29;52.29;0
34.8;83.91;52.29;0
35.6;83.91;49.36;0
35.8;83.59;49.36;0
31.8;83.59;49.63;3
35.0;81.39;49.63;1
34.2;81.39;52.16;1
34.5;81.17;52.16;3
35.2;81.17;54.9;0
35.1;83.24;54.9;0
35.7;83.24;59.12;0
35.5;82.27;59.12;1
34.6;82.27;52.6;1
33.9;86.94;52.6;3
35.8;86.94;52.12;0
35.6;84.9;52.12;0
34.4;84.9;49.51;0
34.4;84.43;49.51;1
34.3;84.43;49.64;1
34.3;82.37;49.64;1
33.8;82.37;50.4;1
34.4;87.77;50.4;3
34.5;87.77;50.9;3
34.5;83.12;50.9;3
35.0;83.12;48.3;0
35.2;83.91;48.3;0
35.2;83.91;50.7;0
35.0;88.82;50.7;0
35.7;88.82;49.39;0
35.6;87.39;49.39;0
34.5;87.39;49.95;3
35.2;82.72;49.95;1
34.8;82.72;48.14;1
34.3;87.26;48.14;3
34.6;87.26;50.12;0
35.0;87.19;50.12;0
35.0;87.19;49.82;0
34.7;83.71;49.82;1
35.3;83.71;51.47;1
35.5;84.77;51.47;0
34.9;84.77;49.5;0
34.8;83.71;49.5;0
34.6;83.71;50.55;0
34.4;86.57;50.55;3
35.4;86.57;48.49;0
34.6;89.98;48.49;3
34.8;86.34;50.29;0
33.0;85.29;50.29;3
33.5;85.29;56.51;3
33.5;85.62;56.51;3
33.3;85.62;51.93;3
33.4;81.2;51.93;3
33.9;81.2;48.14;3
34.4;89.78;48.14;3
34.1;89.78;53.81;3
34.3;82.29;53.81;3
33.4;81.63;49.79;3
34.0;81.63;50.65;3
34.0;87.03;50.65;3
33.7;87.03;49.4;3
33.7;83.84;49.4;3
34.9;83.84;48.79;1
34.7;86.55;48.79;0
34.8;86.55;46.85;0
34.3;87.01;46.85;3
35.5;87.01;46.41;0
34.9;82.1;46.41;1
35.1;82.1;48.89;1
35.0;83.66;48.89;0
34.3;86.34;47.65;3
34.4;82.19;47.65;1
34.8;82.19;51.26;1
34.6;86.63;51.26;0
34.4;86.63;55.6;3
34.3;84.52;55.6;3
34.7;84.52;53.94;0
34.7;83.66;53.94;1
34.4;83.66;52.39;1
34.7;80.29;52.39;1
34.2;80.29;53.14;1
34.1;81.96;53.14;1
33.7;81.96;53.4;1
33.6;80.97;53.4;1
34.0;80.97;54.14;1
33.8;82.99;54.14;1
35.1;82.99;52.41;1
35.2;87.88;52.41;0
34.0;87.88;50.95;2
33.9;80.03;50.95;2
35.4;80.03;53.09;1
34.8;84.28;53.09;1
34.0;84.28;52.89;3
34.4;80.55;52.89;1
33.2;80.55;51.54;1
33.3;80.32;51.54;3
33.9;80.32;51.51;1
34.5;78.71;51.51;1
34.3;78.71;52.56;1
34.6;82.11;52.56;1
34.4;82.11;56.51;1
34.6;79.89;56.51;1
34.5;79.89;56.3;1
34.7;79.45;56.3;1
35.1;79.45;54.54;1
35.0;82.06;54.54;1
35.0;82.06;54.31;1
35.2;82.65;54.31;1
34.1;82.65;54.35;1
34.6;79.49;54.35;1
34.5;79.49;53.65;1
34.6;79.83;53.65;1
34.4;79.83;51.64;1
34.5;80.4;51.64;1
35.8;80.4;48.64;1
35.3;85.75;48.64;0
33.1;85.75;47.66;3
35.2;84.59;47.66;0
34.5;84.59;52.2;2
34.1;85.49;52.2;2
34.6;85.49;55.76;0
35.3;87.39;55.76;0
35.9;87.39;51.39;0
35.7;77.81;51.39;1
34.0;77.81;59.59;1
35.0;81.36;59.59;0
34.6;81.36;51.31;3
34.3;88.95;51.31;3
33.8;88.95;50.58;3
33.7;80.63;50.58;3
32.6;80.63;52.32;3
33.9;80.56;52.32;1
34.0;80.56;43.57;1
34.9;82.23;43.57;0
33.7;82.23;45.38;3
34.0;89.38;45.38;3
33.6;89.38;52.39;3
34.0;86.63;52.39;3
33.9;86.63;52.89;3
34.1;81.06;52.89;1
33.8;81.06;51.58;1
33.9;81.34;51.58;1
33.7;81.34;54.1;1
33.6;85.6;54.1;3
33.3;85.6;51.7;3
33.6;82.4;51.7;1
35.2;82.4;53.49;1
34.9;86.71;53.49;0
34.3;86.71;54.93;3
34.7;82.52;54.93;1
34.2;82.52;55.96;1
34.3;85.22;55.96;3
34.3;85.22;51.79;3
34.9;86.89;51.79;0
35.5;86.89;50.38;0
35.3;83.13;50.38;0
34.7;83.13;55.33;0
35.7;85.7;55.33;0
34.3;85.7;56.6;3
34.9;83.67;56.6;0
34.7;83.67;55.66;0
34.7;82.36;55.66;1
34.0;82.36;56.09;1
33.8;78.89;56.09;1
34.7;78.89;56.42;1
34.5;84.72;56.42;1
35.3;84.72;55.68;0
35.2;80.72;55.68;1
33.8;80.72;57.38;1
34.4;85.46;57.38;3
34.5;85.46;55.02;0
35.2;84.38;55.02;0
35.1;84.38;56.58;0
34.7;80.68;56.58;1
34.7;80.68;52.08;1
34.8;86.35;52.08;0
34.8;86.35;57.52;0
34.9;88.16;57.52;0
35.0;88.16;53.08;0
34.9;84.22;53.08;1
34.1;84.22;49.81;1
33.9;87.68;49.81;3
34.2;87.68;48.97;3
34.0;87.38;48.97;3
34.4;87.38;45.33;0
34.4;79.63;45.33;2
34.2;79.63;48.2;3
34.4;81.61;48.2;3
34.0;81.61;50.65;3
34.0;86.39;50.65;3
35.1;86.39;37.59;2
35.4;79.43;37.59;2
34.4;79.43;41.44;2
34.4;79.68;41.44;2
35.0;79.68;52.14;0
34.8;78.33;52.14;1
34.9;78.33;55.43;1
35.0;81.75;55.43;0
33.9;81.75;50.92;3
33.4;80.26;50.92;1
33.8;80.26;54.16;1
33.1;81.91;54.16;3
33.8;81.91;54.7;3
